phase,episode,reward,positions
training,66278,13.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, 0, 0), (-1, 0, 1), (-1, 0, 2), (0, 0, 2), (0, 0, 1), (0, 1, 1), (1, 1, 1), (1, 0, 1), (1, 0, 2), (1, -1, 2), (1, -1, 1), (1, -2, 1), (0, -2, 1), (0, -1, 1), (-1, -1, 1)]"
training,66579,13.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, 0, 0), (-1, 0, 1), (-1, 0, 2), (0, 0, 2), (0, 0, 1), (0, 1, 1), (1, 1, 1), (1, 0, 1), (2, 0, 1), (2, -1, 1), (1, -1, 1), (1, -1, 2), (0, -1, 2), (0, -1, 1), (-1, -1, 1)]"
training,66672,13.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, 0, 0), (-1, 0, 1), (-1, 1, 1), (0, 1, 1), (0, 0, 1), (0, 0, 2), (1, 0, 2), (1, 0, 1), (2, 0, 1), (2, -1, 1), (1, -1, 1), (1, -1, 2), (0, -1, 2), (0, -1, 1), (-1, -1, 1)]"
training,69058,13.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, 0, 0), (-1, 0, 1), (-1, 0, 2), (0, 0, 2), (0, 0, 1), (0, 1, 1), (1, 1, 1), (1, 0, 1), (2, 0, 1), (2, -1, 1), (1, -1, 1), (1, -2, 1), (0, -2, 1), (0, -1, 1), (-1, -1, 1)]"
training,72903,13.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -1, 2), (1, -1, 2), (1, -1, 1), (2, -1, 1), (2, 0, 1), (1, 0, 1), (1, 0, 2), (0, 0, 2), (0, 0, 1), (-1, 0, 1), (-1, 1, 1), (0, 1, 1), (1, 1, 1)]"
training,73172,13.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -2, 1), (1, -2, 1), (1, -1, 1), (2, -1, 1), (2, 0, 1), (1, 0, 1), (1, 0, 2), (0, 0, 2), (0, 0, 1), (-1, 0, 1), (-1, 1, 1), (0, 1, 1), (1, 1, 1)]"
training,75029,13.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, 0, 0), (-1, 0, 1), (-1, 0, 2), (-1, -1, 2), (-1, -1, 1), (-1, -2, 1), (0, -2, 1), (0, -1, 1), (0, -1, 2), (0, 0, 2), (0, 0, 1), (0, 1, 1), (1, 1, 1), (1, 0, 1), (1, -1, 1)]"
training,75609,13.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, 0, 0), (-1, 0, 1), (-2, 0, 1), (-2, -1, 1), (-1, -1, 1), (-1, -1, 2), (0, -1, 2), (0, -1, 1), (0, -2, 1), (1, -2, 1), (1, -1, 1), (1, -1, 2), (1, 0, 2), (1, 0, 1), (0, 0, 1)]"
training,77219,13.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, 0, 0), (-1, 0, 1), (-1, 1, 1), (0, 1, 1), (0, 0, 1), (0, 0, 2), (1, 0, 2), (1, 0, 1), (2, 0, 1), (2, -1, 1), (1, -1, 1), (1, -2, 1), (0, -2, 1), (0, -1, 1), (-1, -1, 1)]"
training,79842,13.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -2, 1), (0, -2, 2), (0, -1, 2), (-1, -1, 2), (-1, 0, 2), (0, 0, 2), (1, 0, 2), (1, -1, 2), (1, -1, 1), (2, -1, 1), (2, 0, 1), (1, 0, 1), (0, 0, 1)]"
training,79900,13.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -1, 2), (0, 0, 2), (0, 0, 1), (0, 1, 1), (1, 1, 1), (1, 0, 1), (1, 0, 2), (1, -1, 2), (1, -1, 1), (1, -2, 1), (2, -2, 1), (2, -1, 1), (2, 0, 1)]"
training,81257,13.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -1, 2), (0, 0, 2), (0, 0, 1), (0, 1, 1), (1, 1, 1), (1, 0, 1), (2, 0, 1), (2, -1, 1), (1, -1, 1), (1, -2, 1), (1, -2, 2), (1, -1, 2), (1, 0, 2)]"
training,83358,13.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (1, -2, 1), (1, -1, 1), (1, -1, 2), (1, 0, 2), (1, 0, 1), (1, 1, 1), (0, 1, 1), (0, 0, 1), (0, 0, 2), (0, -1, 2), (0, -1, 1), (0, -2, 1), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, 0, 0), (-1, 0, 1), (-1, -1, 1)]"
training,83701,13.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -1, 2), (0, 0, 2), (0, 0, 1), (0, 1, 1), (0, 1, 0), (1, 1, 0), (2, 1, 0), (2, 1, 1), (1, 1, 1), (1, 1, 2), (1, 0, 2), (1, 0, 1), (1, -1, 1)]"
training,84601,13.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (1, -2, 1), (1, -1, 1), (1, -1, 2), (1, 0, 2), (1, 0, 1), (1, 1, 1), (0, 1, 1), (0, 0, 1), (0, 0, 2), (0, -1, 2), (0, -1, 1), (0, -2, 1), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, -1), (0, -1, -1), (0, 0, -1)]"
training,95048,13.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (1, -2, 1), (1, -1, 1), (1, -1, 2), (1, 0, 2), (1, 0, 1), (1, 1, 1), (0, 1, 1), (0, 0, 1), (0, 0, 2), (0, -1, 2), (0, -1, 1), (0, -2, 1), (0, -2, 0), (0, -1, 0), (0, -1, -1), (1, -1, -1), (1, 0, -1), (0, 0, -1)]"
