phase,episode,reward,positions
training,125482,46.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (3, -1, 0), (2, -1, 0), (2, -1, 1), (2, -1, 2), (3, -1, 2), (3, -1, 1), (3, 0, 1), (2, 0, 1), (1, 0, 1), (1, -1, 1), (0, -1, 1), (0, 0, 1), (0, 0, 2), (1, 0, 2), (1, 0, 3), (1, -1, 3), (1, -1, 2), (1, -2, 2), (2, -2, 2), (2, -2, 3), (1, -2, 3), (0, -2, 3), (0, -1, 3), (0, -1, 2), (0, -2, 2), (0, -2, 1), (0, -2, 0), (1, -2, 0), (1, -2, 1), (2, -2, 1), (3, -2, 1), (3, -2, 2), (3, -2, 3), (3, -1, 3), (2, -1, 3), (2, 0, 3), (2, 0, 2), (3, 0, 2), (3, 0, 3), (3, 0, 4), (2, 0, 4), (2, -1, 4), (2, -2, 4), (1, -2, 4), (1, -1, 4), (1, 0, 4), (1, 1, 4), (1, 1, 3), (2, 1, 3), (2, 1, 2), (2, 1, 1), (1, 1, 1), (1, 1, 2), (1, 2, 2), (1, 2, 1), (1, 2, 0)]"
training,125883,46.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (2, -2, 0), (1, -2, 0), (1, -1, 0), (1, -1, 1), (1, -1, 2), (1, 0, 2), (1, 0, 1), (2, 0, 1), (2, -1, 1), (2, -2, 1), (3, -2, 1), (4, -2, 1), (4, -2, 2), (4, -1, 2), (3, -1, 2), (2, -1, 2), (2, 0, 2), (2, 0, 3), (1, 0, 3), (1, -1, 3), (2, -1, 3), (3, -1, 3), (4, -1, 3), (4, -1, 4), (3, -1, 4), (2, -1, 4), (1, -1, 4), (1, 0, 4), (1, 0, 5), (2, 0, 5), (2, 0, 4), (2, 1, 4), (2, 1, 3), (2, 1, 2), (2, 1, 1), (3, 1, 1), (3, 0, 1), (3, 0, 0), (3, -1, 0), (3, -1, 1), (4, -1, 1), (4, -1, 0), (4, 0, 0), (4, 0, 1), (4, 0, 2), (3, 0, 2), (3, 1, 2), (3, 1, 3), (3, 0, 3), (3, 0, 4), (4, 0, 4), (4, 0, 3), (4, 1, 3), (4, 1, 4), (3, 1, 4), (3, 1, 5)]"
training,125980,46.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (3, -1, 0), (3, 0, 0), (3, 0, 1), (2, 0, 1), (2, -1, 1), (3, -1, 1), (3, -1, 2), (2, -1, 2), (2, -2, 2), (3, -2, 2), (3, -3, 2), (2, -3, 2), (2, -3, 1), (2, -2, 1), (1, -2, 1), (1, -2, 2), (1, -1, 2), (1, -1, 1), (1, 0, 1), (1, 0, 2), (2, 0, 2), (2, 0, 3), (2, -1, 3), (1, -1, 3), (1, 0, 3), (1, 0, 4), (2, 0, 4), (2, -1, 4), (3, -1, 4), (3, -2, 4), (3, -2, 3), (3, -1, 3), (3, 0, 3), (4, 0, 3), (4, 0, 2), (3, 0, 2), (3, 1, 2), (3, 1, 1), (2, 1, 1), (2, 1, 2), (2, 1, 3), (3, 1, 3), (4, 1, 3), (4, 1, 2), (4, 1, 1), (4, 0, 1), (4, -1, 1), (4, -1, 2), (4, -1, 3), (4, -2, 3), (4, -2, 2), (4, -2, 1), (3, -2, 1), (3, -3, 1), (4, -3, 1), (5, -3, 1)]"
training,130311,46.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (4, -1, 0), (3, -1, 0), (3, -1, 1), (3, 0, 1), (3, 0, 2), (3, 0, 3), (2, 0, 3), (2, 0, 2), (2, 0, 1), (2, -1, 1), (2, -1, 2), (3, -1, 2), (4, -1, 2), (4, -1, 1), (4, 0, 1), (4, 1, 1), (4, 1, 0), (3, 1, 0), (2, 1, 0), (2, 1, 1), (2, 1, 2), (2, 1, 3), (2, 1, 4), (2, 0, 4), (3, 0, 4), (4, 0, 4), (4, 0, 3), (4, 0, 2), (4, 1, 2), (3, 1, 2), (3, 1, 1), (3, 2, 1), (4, 2, 1), (4, 2, 2), (3, 2, 2), (2, 2, 2), (2, 2, 1), (2, 2, 0), (3, 2, 0), (4, 2, 0), (4, 2, -1), (3, 2, -1), (2, 2, -1), (2, 1, -1), (2, 0, -1), (3, 0, -1), (4, 0, -1), (4, 1, -1), (3, 1, -1), (3, 1, -2), (3, 0, -2), (3, -1, -2), (2, -1, -2), (2, 0, -2), (2, 1, -2)]"
training,132826,46.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (3, -1, 0), (2, -1, 0), (2, -1, 1), (2, 0, 1), (2, 0, 2), (3, 0, 2), (3, 0, 1), (3, -1, 1), (3, -1, 2), (2, -1, 2), (2, -2, 2), (3, -2, 2), (3, -2, 1), (4, -2, 1), (4, -1, 1), (4, -1, 2), (4, 0, 2), (4, 0, 1), (5, 0, 1), (5, 0, 2), (5, -1, 2), (5, -1, 1), (6, -1, 1), (6, -1, 2), (6, -2, 2), (5, -2, 2), (5, -2, 1), (5, -2, 0), (5, -1, 0), (4, -1, 0), (4, 0, 0), (4, 1, 0), (4, 1, 1), (3, 1, 1), (3, 1, 0), (2, 1, 0), (2, 1, 1), (2, 1, 2), (2, 1, 3), (2, 0, 3), (2, -1, 3), (3, -1, 3), (4, -1, 3), (4, 0, 3), (3, 0, 3), (3, 1, 3), (3, 1, 2), (4, 1, 2), (5, 1, 2), (5, 1, 1), (5, 1, 0), (5, 0, 0), (6, 0, 0), (6, 0, -1), (5, 0, -1), (4, 0, -1)]"
training,132874,47.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (4, -1, 0), (3, -1, 0), (3, -1, 1), (3, 0, 1), (3, 0, 2), (3, -1, 2), (2, -1, 2), (2, -2, 2), (3, -2, 2), (3, -2, 1), (4, -2, 1), (4, -1, 1), (4, -1, 2), (4, -2, 2), (4, -2, 3), (4, -1, 3), (3, -1, 3), (3, -2, 3), (2, -2, 3), (2, -1, 3), (1, -1, 3), (1, -1, 2), (1, -2, 2), (1, -2, 1), (1, -2, 0), (1, -2, -1), (2, -2, -1), (2, -2, 0), (2, -2, 1), (2, -1, 1), (2, -1, 0), (1, -1, 0), (1, -1, 1), (1, 0, 1), (2, 0, 1), (2, 1, 1), (2, 1, 0), (3, 1, 0), (3, 1, 1), (3, 1, 2), (3, 1, 3), (4, 1, 3), (4, 1, 2), (4, 1, 1), (4, 0, 1), (4, 0, 2), (4, 0, 3), (3, 0, 3), (2, 0, 3), (1, 0, 3), (1, 0, 2), (2, 0, 2), (2, 1, 2), (1, 1, 2), (1, 2, 2)]"
training,166646,47.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (2, -1, 0), (2, -2, 0), (1, -2, 0), (1, -2, 1), (2, -2, 1), (2, -3, 1), (3, -3, 1), (3, -2, 1), (3, -2, 0), (3, -3, 0), (2, -3, 0), (1, -3, 0), (1, -3, 1), (1, -3, 2), (1, -2, 2), (2, -2, 2), (2, -3, 2), (3, -3, 2), (3, -2, 2), (4, -2, 2), (4, -1, 2), (3, -1, 2), (2, -1, 2), (2, 0, 2), (1, 0, 2), (1, 0, 3), (2, 0, 3), (2, -1, 3), (3, -1, 3), (3, -2, 3), (2, -2, 3), (2, -3, 3), (3, -3, 3), (4, -3, 3), (4, -3, 2), (4, -3, 1), (4, -2, 1), (4, -1, 1), (3, -1, 1), (2, -1, 1), (2, 0, 1), (2, 1, 1), (2, 1, 2), (3, 1, 2), (3, 0, 2), (3, 0, 1), (3, 0, 0), (3, -1, 0), (4, -1, 0), (4, -2, 0), (4, -3, 0), (4, -4, 0), (4, -4, 1), (4, -4, 2), (3, -4, 2), (3, -4, 1), (2, -4, 1)]"
training,172489,47.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (4, -1, 0), (4, -1, 1), (4, -1, 2), (3, -1, 2), (2, -1, 2), (2, -1, 1), (2, -2, 1), (2, -2, 0), (2, -3, 0), (2, -3, -1), (3, -3, -1), (3, -3, 0), (3, -2, 0), (3, -2, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (1, -1, 0), (1, -2, 0), (1, -2, 1), (1, -1, 1), (1, -1, 2), (1, -2, 2), (2, -2, 2), (3, -2, 2), (3, -2, 3), (2, -2, 3), (2, -1, 3), (3, -1, 3), (3, 0, 3), (3, 0, 2), (2, 0, 2), (2, 0, 1), (1, 0, 1), (1, 0, 2), (1, 0, 3), (2, 0, 3), (2, 1, 3), (2, 1, 2), (1, 1, 2), (1, 1, 1), (2, 1, 1), (3, 1, 1), (3, 0, 1), (4, 0, 1), (4, 0, 2), (4, 1, 2), (3, 1, 2), (3, 1, 3), (4, 1, 3), (4, 0, 3), (4, -1, 3), (4, -2, 3), (4, -2, 2), (4, -2, 1)]"
training,178271,47.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (4, -1, 0), (4, -1, 1), (4, -1, 2), (4, -1, 3), (3, -1, 3), (3, -1, 2), (3, -1, 1), (3, -2, 1), (3, -3, 1), (3, -3, 0), (3, -2, 0), (2, -2, 0), (2, -2, 1), (2, -2, 2), (2, -1, 2), (2, -1, 1), (2, 0, 1), (2, 0, 2), (3, 0, 2), (3, 0, 1), (3, 1, 1), (3, 1, 2), (2, 1, 2), (2, 1, 1), (2, 1, 0), (3, 1, 0), (4, 1, 0), (4, 1, 1), (4, 0, 1), (4, 0, 2), (4, 0, 3), (3, 0, 3), (2, 0, 3), (2, -1, 3), (2, -2, 3), (3, -2, 3), (3, -2, 2), (4, -2, 2), (4, -2, 1), (4, -2, 0), (5, -2, 0), (5, -2, 1), (5, -1, 1), (5, -1, 2), (5, 0, 2), (5, 0, 1), (5, 1, 1), (5, 1, 2), (4, 1, 2), (4, 1, 3), (3, 1, 3), (2, 1, 3), (1, 1, 3), (1, 0, 3), (1, 0, 2)]"
training,185946,47.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (4, -1, 0), (4, -1, 1), (4, -2, 1), (3, -2, 1), (3, -1, 1), (3, -1, 0), (2, -1, 0), (2, -1, -1), (2, -2, -1), (2, -2, -2), (2, -1, -2), (3, -1, -2), (3, -1, -1), (3, -2, -1), (3, -2, 0), (2, -2, 0), (2, -2, 1), (2, -1, 1), (2, -1, 2), (2, 0, 2), (3, 0, 2), (3, -1, 2), (3, -1, 3), (2, -1, 3), (2, -2, 3), (2, -2, 2), (1, -2, 2), (1, -2, 1), (1, -2, 0), (1, -1, 0), (1, -1, 1), (1, 0, 1), (2, 0, 1), (3, 0, 1), (4, 0, 1), (4, 0, 2), (4, -1, 2), (4, -2, 2), (3, -2, 2), (3, -3, 2), (3, -3, 1), (3, -3, 0), (2, -3, 0), (2, -3, 1), (1, -3, 1), (1, -3, 0), (1, -3, -1), (1, -2, -1), (1, -1, -1), (1, 0, -1), (2, 0, -1), (3, 0, -1), (4, 0, -1), (4, -1, -1), (5, -1, -1)]"
training,187868,47.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (4, -1, 0), (4, -1, 1), (4, 0, 1), (4, 0, 2), (4, -1, 2), (3, -1, 2), (3, -1, 1), (3, -2, 1), (3, -2, 2), (3, -3, 2), (3, -3, 1), (3, -3, 0), (3, -2, 0), (2, -2, 0), (2, -2, 1), (2, -2, 2), (2, -1, 2), (2, -1, 1), (2, 0, 1), (2, 0, 2), (1, 0, 2), (1, -1, 2), (1, -1, 3), (2, -1, 3), (3, -1, 3), (3, 0, 3), (2, 0, 3), (2, 1, 3), (2, 1, 2), (3, 1, 2), (3, 0, 2), (3, 0, 1), (3, 1, 1), (2, 1, 1), (2, 1, 0), (3, 1, 0), (4, 1, 0), (4, 1, 1), (4, 1, 2), (4, 2, 2), (3, 2, 2), (3, 2, 1), (2, 2, 1), (2, 2, 2), (1, 2, 2), (1, 1, 2), (1, 1, 1), (1, 0, 1), (1, -1, 1), (1, -1, 0), (2, -1, 0), (3, -1, 0), (3, -1, -1), (4, -1, -1), (4, 0, -1)]"
training,188155,47.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (5, 0, 0), (5, -1, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, -2, 0), (2, -3, 0), (3, -3, 0), (3, -2, 0), (4, -2, 0), (5, -2, 0), (5, -3, 0), (4, -3, 0), (4, -3, 1), (4, -2, 1), (4, -1, 1), (4, -1, 2), (3, -1, 2), (3, -1, 1), (3, -2, 1), (3, -2, 2), (4, -2, 2), (4, -2, 3), (4, -1, 3), (3, -1, 3), (3, -2, 3), (2, -2, 3), (2, -2, 2), (2, -2, 1), (2, -1, 1), (2, -1, 2), (2, 0, 2), (2, 0, 1), (3, 0, 1), (4, 0, 1), (4, 0, 2), (3, 0, 2), (3, 1, 2), (3, 1, 1), (3, 2, 1), (3, 2, 2), (2, 2, 2), (2, 1, 2), (2, 1, 1), (2, 1, 0), (3, 1, 0), (4, 1, 0), (4, 1, 1), (4, 1, 2), (4, 1, 3), (4, 0, 3), (3, 0, 3), (2, 0, 3), (2, -1, 3), (2, -1, 4)]"
training,190717,48.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (5, 0, 0), (5, -1, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, -2, 0), (3, -2, 0), (4, -2, 0), (5, -2, 0), (6, -2, 0), (6, -1, 0), (6, -1, 1), (5, -1, 1), (4, -1, 1), (3, -1, 1), (2, -1, 1), (2, -2, 1), (3, -2, 1), (4, -2, 1), (5, -2, 1), (5, -2, 2), (4, -2, 2), (3, -2, 2), (2, -2, 2), (1, -2, 2), (1, -2, 1), (1, -2, 0), (1, -1, 0), (1, -1, 1), (1, -1, 2), (2, -1, 2), (3, -1, 2), (4, -1, 2), (5, -1, 2), (5, 0, 2), (4, 0, 2), (3, 0, 2), (3, 0, 1), (4, 0, 1), (5, 0, 1), (5, 1, 1), (4, 1, 1), (4, 1, 2), (3, 1, 2), (3, 1, 1), (2, 1, 1), (2, 0, 1), (2, 0, 2), (2, 1, 2), (1, 1, 2), (1, 0, 2), (1, 0, 1), (1, 1, 1), (1, 1, 0), (1, 1, -1)]"
training,194493,48.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (2, -1, 0), (2, -2, 0), (3, -2, 0), (3, -1, 0), (3, -1, 1), (2, -1, 1), (2, -2, 1), (3, -2, 1), (3, -3, 1), (3, -3, 0), (2, -3, 0), (2, -3, -1), (2, -2, -1), (1, -2, -1), (1, -2, 0), (1, -2, 1), (1, -2, 2), (1, -1, 2), (1, -1, 1), (0, -1, 1), (0, -1, 2), (0, -2, 2), (0, -2, 1), (0, -2, 0), (0, -1, 0), (0, -1, -1), (0, -2, -1), (0, -3, -1), (1, -3, -1), (1, -3, 0), (1, -3, 1), (2, -3, 1), (2, -3, 2), (2, -2, 2), (2, -1, 2), (3, -1, 2), (3, -2, 2), (3, -3, 2), (3, -4, 2), (2, -4, 2), (2, -4, 1), (2, -4, 0), (2, -4, -1), (1, -4, -1), (1, -4, 0), (1, -4, 1), (1, -4, 2), (1, -3, 2), (0, -3, 2), (0, -3, 1), (0, -3, 0), (0, -4, 0), (0, -4, 1), (0, -4, 2), (0, -4, 3), (-1, -4, 3), (-1, -4, 4)]"
training,194494,49.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (2, -1, 0), (2, -2, 0), (3, -2, 0), (3, -1, 0), (3, -1, 1), (2, -1, 1), (2, -2, 1), (3, -2, 1), (3, -3, 1), (3, -3, 0), (2, -3, 0), (2, -3, -1), (2, -2, -1), (1, -2, -1), (1, -2, 0), (1, -2, 1), (1, -2, 2), (1, -1, 2), (1, -1, 1), (0, -1, 1), (0, -1, 2), (0, -2, 2), (0, -2, 1), (0, -2, 0), (0, -1, 0), (0, -1, -1), (0, -2, -1), (0, -3, -1), (1, -3, -1), (1, -3, 0), (1, -3, 1), (2, -3, 1), (2, -3, 2), (2, -2, 2), (2, -1, 2), (3, -1, 2), (3, -2, 2), (3, -3, 2), (3, -4, 2), (2, -4, 2), (2, -4, 1), (2, -4, 0), (2, -4, -1), (1, -4, -1), (1, -4, 0), (1, -4, 1), (1, -4, 2), (1, -3, 2), (0, -3, 2), (0, -3, 1), (0, -3, 0), (0, -4, 0), (0, -4, 1), (0, -4, 2), (0, -4, 3), (0, -3, 3), (0, -2, 3)]"
training,285588,49.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, -1, 1), (2, 0, 1), (3, 0, 1), (3, -1, 1), (4, -1, 1), (4, 0, 1), (5, 0, 1), (5, 0, 0), (5, 1, 0), (4, 1, 0), (3, 1, 0), (3, 1, 1), (4, 1, 1), (4, 2, 1), (3, 2, 1), (3, 2, 0), (4, 2, 0), (4, 2, -1), (4, 1, -1), (4, 0, -1), (3, 0, -1), (3, -1, -1), (2, -1, -1), (2, 0, -1), (2, 1, -1), (3, 1, -1), (3, 2, -1), (2, 2, -1), (2, 2, 0), (2, 1, 0), (2, 1, 1), (2, 2, 1), (2, 3, 1), (3, 3, 1), (3, 3, 0), (2, 3, 0), (2, 3, -1), (3, 3, -1), (4, 3, -1), (4, 3, 0), (4, 3, 1), (4, 3, 2), (3, 3, 2), (3, 2, 2), (3, 1, 2), (3, 0, 2), (4, 0, 2), (4, 1, 2), (4, 2, 2), (5, 2, 2), (5, 1, 2), (6, 1, 2)]"
training,288735,49.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (4, -1, 0), (3, -1, 0), (3, -1, 1), (3, 0, 1), (2, 0, 1), (2, 1, 1), (3, 1, 1), (3, 1, 0), (3, 1, -1), (3, 1, -2), (2, 1, -2), (2, 0, -2), (2, 0, -1), (3, 0, -1), (3, -1, -1), (2, -1, -1), (2, -1, 0), (2, -1, 1), (2, -1, 2), (3, -1, 2), (3, 0, 2), (2, 0, 2), (1, 0, 2), (1, 0, 1), (1, -1, 1), (1, -1, 0), (1, -1, -1), (1, 0, -1), (1, 1, -1), (1, 1, 0), (2, 1, 0), (2, 1, -1), (2, 2, -1), (2, 2, 0), (2, 2, 1), (3, 2, 1), (3, 2, 0), (3, 2, -1), (3, 3, -1), (3, 3, 0), (3, 3, 1), (2, 3, 1), (2, 3, 0), (2, 3, -1), (1, 3, -1), (1, 2, -1), (1, 2, 0), (1, 2, 1), (1, 1, 1), (1, 1, 2), (2, 1, 2), (3, 1, 2), (3, 2, 2), (2, 2, 2), (2, 3, 2)]"
training,291219,49.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (4, -1, 0), (3, -1, 0), (3, -1, 1), (3, 0, 1), (2, 0, 1), (2, -1, 1), (2, -1, 0), (2, -1, -1), (2, 0, -1), (2, 0, -2), (2, 1, -2), (2, 1, -1), (2, 1, 0), (2, 1, 1), (2, 1, 2), (2, 0, 2), (2, -1, 2), (3, -1, 2), (3, 0, 2), (3, 1, 2), (3, 1, 1), (3, 1, 0), (3, 1, -1), (3, 0, -1), (3, -1, -1), (3, -2, -1), (2, -2, -1), (2, -2, 0), (3, -2, 0), (3, -2, 1), (2, -2, 1), (2, -2, 2), (3, -2, 2), (4, -2, 2), (4, -1, 2), (4, 0, 2), (4, 0, 1), (4, -1, 1), (4, -2, 1), (4, -2, 0), (4, -2, -1), (4, -1, -1), (4, 0, -1), (4, 1, -1), (4, 1, 0), (4, 1, 1), (4, 1, 2), (4, 1, 3), (4, 0, 3), (3, 0, 3), (3, -1, 3), (4, -1, 3), (4, -2, 3), (3, -2, 3), (3, -2, 4)]"
training,294230,49.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, -1, 1), (3, -1, 1), (3, 0, 1), (3, 1, 1), (2, 1, 1), (2, 0, 1), (1, 0, 1), (1, 1, 1), (1, 1, 0), (2, 1, 0), (3, 1, 0), (3, 2, 0), (3, 2, 1), (2, 2, 1), (2, 2, 2), (3, 2, 2), (3, 1, 2), (3, 0, 2), (2, 0, 2), (2, -1, 2), (3, -1, 2), (3, -1, 3), (3, 0, 3), (4, 0, 3), (4, 0, 2), (4, 1, 2), (4, 1, 1), (4, 2, 1), (4, 2, 2), (5, 2, 2), (5, 2, 1), (5, 1, 1), (5, 1, 2), (5, 0, 2), (5, 0, 1), (4, 0, 1), (4, -1, 1), (4, -1, 2), (5, -1, 2), (5, -1, 1), (5, -1, 0), (5, 0, 0), (5, 1, 0), (4, 1, 0), (4, 2, 0), (5, 2, 0), (5, 3, 0), (4, 3, 0), (4, 3, 1), (3, 3, 1), (3, 3, 0), (3, 4, 0)]"
training,296523,49.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (1, -1, 0), (1, -1, 1), (2, -1, 1), (3, -1, 1), (3, 0, 1), (2, 0, 1), (1, 0, 1), (1, 1, 1), (1, 1, 0), (1, 1, -1), (1, 0, -1), (1, -1, -1), (2, -1, -1), (3, -1, -1), (3, 0, -1), (2, 0, -1), (2, 0, -2), (3, 0, -2), (3, -1, -2), (3, -2, -2), (2, -2, -2), (2, -3, -2), (3, -3, -2), (3, -3, -1), (3, -2, -1), (2, -2, -1), (2, -2, 0), (3, -2, 0), (3, -2, 1), (2, -2, 1), (1, -2, 1), (1, -2, 0), (1, -2, -1), (1, -2, -2), (1, -1, -2), (2, -1, -2), (2, -1, -3), (3, -1, -3), (3, 0, -3), (2, 0, -3), (1, 0, -3), (1, 0, -2), (1, 1, -2), (2, 1, -2), (2, 1, -1), (2, 1, 0), (2, 1, 1), (3, 1, 1), (3, 1, 0), (3, 1, -1), (3, 1, -2), (3, 1, -3)]"
training,297783,49.0,"[(0, 0, 0), (1, 0, 0), (2, 0, 0), (3, 0, 0), (4, 0, 0), (4, -1, 0), (3, -1, 0), (2, -1, 0), (2, -1, 1), (2, -2, 1), (2, -2, 0), (3, -2, 0), (3, -2, -1), (3, -1, -1), (3, -1, -2), (2, -1, -2), (2, -2, -2), (2, -2, -1), (2, -3, -1), (3, -3, -1), (3, -3, 0), (2, -3, 0), (2, -3, 1), (3, -3, 1), (3, -2, 1), (4, -2, 1), (4, -2, 0), (4, -3, 0), (4, -3, -1), (4, -2, -1), (4, -1, -1), (4, 0, -1), (3, 0, -1), (2, 0, -1), (2, -1, -1), (1, -1, -1), (1, -1, 0), (1, -2, 0), (1, -2, 1), (1, -1, 1), (1, 0, 1), (2, 0, 1), (3, 0, 1), (3, -1, 1), (4, -1, 1), (4, 0, 1), (4, 0, 2), (3, 0, 2), (3, -1, 2), (2, -1, 2), (2, -2, 2), (3, -2, 2), (3, -3, 2), (2, -3, 2), (1, -3, 2), (1, -3, 1), (1, -3, 0), (1, -3, -1), (1, -2, -1), (1, -2, -2)]"
