phase,episode,reward,positions
training,35101,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -2, 1), (1, -2, 1), (1, -1, 1), (1, 0, 1), (0, 0, 1), (-1, 0, 1), (-2, 0, 1), (-2, 0, 0), (-1, 0, 0), (-1, 1, 0), (-1, 1, 1)]"
training,35813,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -1, 2), (1, -1, 2), (1, -1, 1), (2, -1, 1), (2, 0, 1), (1, 0, 1), (1, 0, 2), (0, 0, 2), (0, 0, 1), (-1, 0, 1), (-1, 0, 0)]"
training,36242,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -2, 1), (1, -2, 1), (1, -1, 1), (1, 0, 1), (0, 0, 1), (0, 1, 1), (0, 2, 1), (0, 2, 0), (0, 1, 0), (-1, 1, 0), (-1, 0, 0)]"
training,36522,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -1, 2), (0, -2, 2), (0, -2, 1), (1, -2, 1), (1, -1, 1), (1, 0, 1), (1, 1, 1), (0, 1, 1), (0, 0, 1), (-1, 0, 1), (-1, 0, 0)]"
training,37434,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -1, 2), (1, -1, 2), (1, -1, 1), (1, 0, 1), (0, 0, 1), (-1, 0, 1), (-1, 1, 1), (0, 1, 1), (0, 1, 0), (-1, 1, 0), (-1, 0, 0)]"
training,38954,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -2, 1), (1, -2, 1), (1, -1, 1), (1, 0, 1), (0, 0, 1), (-1, 0, 1), (-1, 1, 1), (0, 1, 1), (0, 1, 0), (-1, 1, 0), (-1, 0, 0)]"
training,39889,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -2, 1), (1, -2, 1), (1, -1, 1), (2, -1, 1), (2, 0, 1), (1, 0, 1), (1, 1, 1), (0, 1, 1), (0, 0, 1), (-1, 0, 1), (-1, 0, 0)]"
training,40083,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -1, 2), (1, -1, 2), (1, -1, 1), (1, 0, 1), (0, 0, 1), (-1, 0, 1), (-1, 1, 1), (-1, 1, 0), (-1, 0, 0), (-1, 0, -1), (0, 0, -1)]"
training,40277,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (0, -1, 1), (-1, -1, 1), (-1, -1, 0), (-1, -2, 0), (-1, -2, 1), (0, -2, 1), (1, -2, 1), (1, -1, 1), (1, 0, 1), (1, 1, 1), (0, 1, 1), (0, 0, 1), (-1, 0, 1), (-1, 0, 0)]"
training,40661,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -1, 2), (0, -2, 2), (0, -2, 1), (1, -2, 1), (1, -1, 1), (1, 0, 1), (1, 0, 2), (0, 0, 2), (0, 0, 1), (-1, 0, 1), (-1, 0, 0)]"
training,41259,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -1, 2), (1, -1, 2), (1, -1, 1), (1, 0, 1), (0, 0, 1), (-1, 0, 1), (-1, 1, 1), (-1, 1, 0), (-1, 0, 0), (-2, 0, 0), (-2, -1, 0)]"
training,47847,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -2, 1), (1, -2, 1), (1, -1, 1), (1, 0, 1), (0, 0, 1), (-1, 0, 1), (-1, 1, 1), (-1, 1, 0), (-1, 0, 0), (-2, 0, 0), (-2, 0, 1)]"
training,47975,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -2, 1), (1, -2, 1), (1, -1, 1), (1, 0, 1), (0, 0, 1), (-1, 0, 1), (-1, 1, 1), (-1, 1, 0), (-1, 0, 0), (-2, 0, 0), (-2, -1, 0)]"
training,48863,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -2, 1), (1, -2, 1), (1, -1, 1), (1, 0, 1), (0, 0, 1), (-1, 0, 1), (-1, 1, 1), (-1, 1, 0), (-1, 0, 0), (-1, 0, -1), (0, 0, -1)]"
training,48947,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -2, 1), (0, -2, 2), (0, -1, 2), (1, -1, 2), (1, -1, 1), (1, 0, 1), (1, 1, 1), (0, 1, 1), (0, 0, 1), (-1, 0, 1), (-1, 0, 0)]"
training,49508,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -2, 1), (1, -2, 1), (1, -1, 1), (1, -1, 2), (1, 0, 2), (1, 0, 1), (1, 1, 1), (0, 1, 1), (0, 0, 1), (-1, 0, 1), (-1, 0, 0)]"
training,49631,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -2, 1), (1, -2, 1), (1, -1, 1), (1, 0, 1), (0, 0, 1), (-1, 0, 1), (-1, 1, 1), (-1, 1, 0), (-1, 0, 0), (-1, 0, -1), (-1, -1, -1)]"
training,50894,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -1, 2), (1, -1, 2), (1, -1, 1), (1, 0, 1), (0, 0, 1), (-1, 0, 1), (-2, 0, 1), (-2, 0, 0), (-1, 0, 0), (-1, 1, 0), (-1, 1, 1)]"
training,50993,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -2, 1), (1, -2, 1), (1, -1, 1), (1, 0, 1), (0, 0, 1), (-1, 0, 1), (-2, 0, 1), (-2, 0, 0), (-1, 0, 0), (-1, 1, 0), (0, 1, 0)]"
training,51972,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -1, 2), (1, -1, 2), (1, -1, 1), (1, 0, 1), (0, 0, 1), (-1, 0, 1), (-2, 0, 1), (-2, 0, 0), (-1, 0, 0), (-1, 0, -1), (-1, -1, -1)]"
training,52037,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -2, 1), (1, -2, 1), (1, -1, 1), (1, 0, 1), (0, 0, 1), (-1, 0, 1), (-2, 0, 1), (-2, 0, 0), (-1, 0, 0), (-1, 0, -1), (-1, -1, -1)]"
training,53333,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -1, 2), (1, -1, 2), (1, -1, 1), (1, 0, 1), (0, 0, 1), (-1, 0, 1), (-1, 1, 1), (-2, 1, 1), (-2, 0, 1), (-2, 0, 0), (-1, 0, 0)]"
training,53541,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -1, 2), (1, -1, 2), (1, -1, 1), (1, 0, 1), (0, 0, 1), (-1, 0, 1), (-2, 0, 1), (-2, 0, 0), (-1, 0, 0), (-1, 0, -1), (0, 0, -1)]"
training,53922,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -1, 2), (0, 0, 2), (1, 0, 2), (1, -1, 2), (1, -1, 1), (1, 0, 1), (1, 1, 1), (0, 1, 1), (0, 0, 1), (-1, 0, 1), (-1, 0, 0)]"
training,57861,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -2, 1), (1, -2, 1), (1, -1, 1), (1, -1, 2), (0, -1, 2), (0, 0, 2), (0, 1, 2), (0, 1, 1), (0, 0, 1), (-1, 0, 1), (-1, 0, 0)]"
training,62007,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -2, 1), (1, -2, 1), (1, -1, 1), (1, 0, 1), (0, 0, 1), (-1, 0, 1), (-1, 1, 1), (-2, 1, 1), (-2, 0, 1), (-2, 0, 0), (-1, 0, 0)]"
training,62836,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -2, 1), (1, -2, 1), (1, -1, 1), (1, 0, 1), (0, 0, 1), (-1, 0, 1), (-2, 0, 1), (-2, 0, 0), (-1, 0, 0), (-1, 0, -1), (0, 0, -1)]"
training,63193,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (2, -1, 0), (2, -2, 0), (1, -2, 0), (0, -2, 0), (-1, -2, 0), (-1, -2, 1), (-1, -2, 2), (0, -2, 2), (0, -2, 1), (1, -2, 1), (1, -1, 1), (0, -1, 1), (0, 0, 1), (-1, 0, 1), (-1, -1, 1), (-1, -1, 0), (0, -1, 0)]"
training,63917,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -2, 1), (1, -2, 1), (1, -1, 1), (1, 0, 1), (0, 0, 1), (0, 1, 1), (-1, 1, 1), (-1, 0, 1), (-1, 0, 0), (-1, 1, 0), (0, 1, 0)]"
training,64369,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (1, -2, 0), (0, -2, 0), (0, -1, 0), (-1, -1, 0), (-1, -1, 1), (0, -1, 1), (0, -2, 1), (1, -2, 1), (1, -1, 1), (1, 0, 1), (0, 0, 1), (-1, 0, 1), (-1, 0, 2), (-2, 0, 2), (-2, 0, 1), (-2, 0, 0), (-1, 0, 0)]"
training,64459,11.0,"[(0, 0, 0), (1, 0, 0), (1, -1, 0), (2, -1, 0), (2, -2, 0), (1, -2, 0), (0, -2, 0), (-1, -2, 0), (-1, -2, 1), (-1, -2, 2), (0, -2, 2), (0, -2, 1), (1, -2, 1), (1, -1, 1), (0, -1, 1), (0, -1, 2), (-1, -1, 2), (-1, -1, 1), (-1, -1, 0), (0, -1, 0)]"
